name,platform,year_of_release,genre,na_sales,eu_sales,jp_sales,other_sales,critic_score,user_score,rating,brand,mobile,total_sales
fifa soccer 97,playstation,1996.0,sports,0.09,0.06,0.0,0.01,,,na,sony,0,0.16
transformer: rise of the dark spark,xbox_360,2014.0,action,0.09,0.06,0.0,0.01,,,na,microsoft,0,0.16
shaun white skateboarding,xbox_360,2010.0,sports,0.1,0.05,0.0,0.01,61.0,53.0,teen,microsoft,0,0.16000000000000003
dragon ball: origins 2,ds,2010.0,action,0.05,0.01,0.08,0.01,70.0,,teen,nintendo,1,0.15000000000000002
psychic force,playstation,1996.0,fighting,0.01,0.01,0.13,0.01,,,na,sony,0,0.16
trigger man,playstation_2,2004.0,shooter,0.08,0.06,0.0,0.02,32.0,48.0,teen,sony,0,0.16
starblade α,playstation,1995.0,shooter,0.0,0.0,0.15,0.01,,,na,sony,0,0.16
kidou senshi gundam: giren no yabou - axis no kyoui,playstation_portable,2008.0,strategy,0.0,0.0,0.16,0.0,,,na,sony,1,0.16
wildstar,computer,2014.0,role-playing,0.08,0.07,0.0,0.01,82.0,74.0,teen,computer,0,0.16000000000000003
family party: 30 great games outdoor fun,wii,2009.0,misc,0.14,0.01,0.0,0.01,,,everyone_over_ten,nintendo,0,0.16000000000000003
tiger woods pga tour 2004,game_cube,2003.0,sports,0.12,0.03,0.0,0.0,89.0,78.0,everyone,nintendo,0,0.15
rudolph the red-nosed reindeer,ds,2010.0,action,0.15,0.0,0.0,0.01,,,everyone,nintendo,1,0.16
spider-man: web of shadows - amazing allies edition,playstation_portable,2008.0,action,0.12,0.02,0.0,0.02,,,na,sony,1,0.15999999999999998
culdcept,3ds,2012.0,misc,0.0,0.0,0.16,0.0,,,na,nintendo,1,0.16
amped 3,xbox_360,2005.0,sports,0.13,0.02,0.0,0.01,72.0,71.0,teen,microsoft,0,0.16
mx 2002 featuring ricky carmichael,gameboy_advanced,2001.0,racing,0.11,0.04,0.0,0.0,,,na,nintendo,1,0.15
innocent life: a futuristic harvest moon,playstation_portable,2006.0,simulation,0.08,0.03,0.03,0.02,67.0,78.0,everyone,sony,1,0.16
halo triple pack,xbox,2005.0,shooter,0.12,0.03,0.0,0.01,,,na,microsoft,0,0.16
street racer,playstation,1996.0,racing,0.09,0.06,0.0,0.01,,,na,sony,0,0.16
bomberman land touch! 2,ds,2007.0,puzzle,0.13,0.0,0.01,0.01,,,na,nintendo,1,0.15000000000000002
nba 2k3,game_cube,2002.0,sports,0.12,0.03,0.0,0.0,84.0,,everyone,nintendo,0,0.15
harvest moon: the lost valley,3ds,2014.0,simulation,0.13,0.01,0.0,0.02,,,na,nintendo,1,0.16
nhl 2005,xbox,2004.0,sports,0.12,0.03,0.0,0.01,77.0,62.0,everyone,microsoft,0,0.16
arcana heart,playstation_2,2007.0,fighting,0.06,0.05,0.04,0.02,77.0,81.0,teen,sony,0,0.16999999999999998
world soccer winning eleven 2010: aoki samurai no chousen,playstation_portable,2010.0,sports,0.0,0.0,0.16,0.0,,,na,sony,1,0.16
battlestar galactica,playstation_2,2003.0,shooter,0.08,0.06,0.0,0.02,66.0,68.0,teen,sony,0,0.16
time hollow,ds,2008.0,adventure,0.03,0.01,0.11,0.0,64.0,78.0,teen,nintendo,1,0.15
medieval games,wii,2009.0,action,0.14,0.01,0.0,0.01,,59.0,everyone_over_ten,nintendo,0,0.16000000000000003
kingdom hearts: birth by sleep - final mix,playstation_portable,2011.0,role-playing,0.0,0.0,0.16,0.0,,,na,sony,1,0.16
tak and the guardians of gross,wii,2008.0,action,0.14,0.0,0.0,0.01,63.0,80.0,everyone_over_ten,nintendo,0,0.15000000000000002
yu-gi-oh! 5d's: duel transer,wii,2010.0,strategy,0.11,0.02,0.02,0.01,,,na,nintendo,0,0.16
jurassic park: the game,xbox_360,null,action,0.15,0.0,0.0,0.01,60.0,36.0,teen,microsoft,0,0.16
toriko: gourmet monsters!,3ds,2012.0,role-playing,0.0,0.0,0.16,0.0,,,na,nintendo,1,0.16
akiba's trip: undead & undressed,playstation_vita,2013.0,action,0.04,0.02,0.08,0.01,,,na,sony,1,0.15000000000000002
the incredible hulk: the pantheon saga,playstation,1996.0,action,0.09,0.06,0.0,0.01,,,na,sony,0,0.16
the idolm@ster 2,playstation_3,2011.0,misc,0.0,0.0,0.16,0.0,,,na,sony,0,0.16
monster house,ds,2006.0,adventure,0.14,0.0,0.0,0.01,62.0,,everyone,nintendo,1,0.15000000000000002
dynasty warriors 8: xtreme legends,playstation_3,2013.0,action,0.02,0.02,0.11,0.01,68.0,68.0,teen,sony,0,0.16
godzilla unleashed,wii,2007.0,fighting,0.14,0.0,0.0,0.01,44.0,72.0,everyone_over_ten,nintendo,0,0.15000000000000002
ac/dc live: rock band track pack,playstation_2,2008.0,misc,0.08,0.06,0.0,0.02,,,teen,sony,0,0.16
senran kagura: sh?jo-tachi no shinei,3ds,2011.0,action,0.0,0.0,0.16,0.0,,,na,nintendo,1,0.16
ener-g horse riders,ds,2008.0,sports,0.14,0.01,0.0,0.01,,,everyone,nintendo,1,0.16000000000000003
he-man: power of grayskull,gameboy_advanced,2002.0,action,0.11,0.04,0.0,0.0,50.0,,everyone,nintendo,1,0.15
sherlock holmes vs. jack the ripper,xbox_360,2009.0,adventure,0.11,0.03,0.0,0.01,62.0,68.0,teen,microsoft,0,0.15000000000000002
sniper: ghost warrior,computer,2010.0,shooter,0.0,0.13,0.0,0.03,55.0,55.0,mature,computer,0,0.16
rondo of swords (us sales),ds,2007.0,role-playing,0.16,0.0,0.0,0.0,,,na,nintendo,1,0.16
polaris snocross,playstation,2000.0,racing,0.09,0.06,0.0,0.01,57.0,,everyone,sony,0,0.16
wing commander iii: heart of the tiger,playstation,1996.0,action,0.09,0.06,0.0,0.01,,,na,sony,0,0.16
imagine: music fest,ds,2009.0,simulation,0.14,0.0,0.0,0.01,,,everyone,nintendo,1,0.15000000000000002
mat hoffman's pro bmx 2,gameboy_advanced,2002.0,sports,0.11,0.04,0.0,0.0,82.0,,everyone,nintendo,1,0.15
fist of the north star: ken's rage,xbox_360,2010.0,action,0.07,0.02,0.06,0.01,59.0,73.0,mature,microsoft,0,0.16000000000000003
chaotic: shadow warriors,xbox_360,2009.0,action,0.14,0.0,0.0,0.01,60.0,50.0,everyone_over_ten,microsoft,0,0.15000000000000002
muppet racemania,playstation,1999.0,racing,0.09,0.06,0.0,0.01,,,na,sony,0,0.16
namco museum vol.5,playstation,1996.0,misc,0.02,0.01,0.12,0.01,,,na,sony,0,0.16
courier crisis,playstation,1997.0,racing,0.09,0.06,0.0,0.01,,,na,sony,0,0.16
digimon battle spirit 2,gameboy_advanced,2003.0,fighting,0.11,0.04,0.0,0.0,63.0,,everyone,nintendo,1,0.15
winning post 3,playstation,1998.0,racing,0.0,0.0,0.14,0.01,,,na,sony,0,0.15000000000000002
just sing!,ds,2009.0,misc,0.14,0.0,0.0,0.01,,,na,nintendo,1,0.15000000000000002
driven,playstation_2,2001.0,racing,0.08,0.06,0.0,0.02,38.0,34.0,teen,sony,0,0.16
james noir's hollywood crimes,3ds,2011.0,adventure,0.07,0.07,0.0,0.01,60.0,66.0,teen,nintendo,1,0.15000000000000002
"warhammer 40,000: fire warrior",playstation_2,2003.0,shooter,0.08,0.06,0.0,0.02,64.0,83.0,mature,sony,0,0.16
all-pro football 2k8,playstation_3,2007.0,sports,0.14,0.0,0.0,0.01,73.0,73.0,everyone_over_ten,sony,0,0.15000000000000002
lufia: curse of the sinistrals,ds,2010.0,role-playing,0.11,0.0,0.03,0.01,80.0,80.0,everyone_over_ten,nintendo,1,0.15000000000000002
mtv music generator 2,playstation_2,2001.0,misc,0.08,0.06,0.0,0.02,77.0,85.0,teen,sony,0,0.16
mugen souls,playstation_3,2012.0,role-playing,0.04,0.02,0.08,0.01,55.0,73.0,teen,sony,0,0.15000000000000002
ultimate spider-man,ds,2005.0,action,0.14,0.0,0.0,0.01,78.0,77.0,everyone_over_ten,nintendo,1,0.15000000000000002
major league baseball 2k13,playstation_3,2013.0,sports,0.14,0.0,0.0,0.02,,,na,sony,0,0.16
saw ii: flesh & blood,xbox_360,2010.0,action,0.1,0.04,0.0,0.01,,,na,microsoft,0,0.15000000000000002
burnout 2: point of impact,game_cube,2003.0,racing,0.12,0.03,0.0,0.0,89.0,85.0,everyone,nintendo,0,0.15
paris-dakar rally,playstation_2,2001.0,racing,0.08,0.06,0.0,0.02,36.0,39.0,everyone,sony,0,0.16
bakugan battle brawlers: defenders of the core,playstation_portable,2010.0,action,0.09,0.04,0.0,0.03,,,everyone_over_ten,sony,1,0.16
motionsports: adrenaline,playstation_3,2011.0,sports,0.08,0.05,0.0,0.02,,,everyone,sony,0,0.15
atelier iris: eternal mana,playstation_2,2004.0,role-playing,0.08,0.06,0.0,0.02,74.0,77.0,teen,sony,0,0.16
blinx 2: masters of time & space,xbox,2004.0,platform,0.12,0.03,0.0,0.01,,,na,microsoft,0,0.16
f.e.a.r. 3,computer,2011.0,shooter,0.04,0.08,0.0,0.03,74.0,59.0,mature,computer,0,0.15
chessmaster: the art of learning,ds,2007.0,misc,0.12,0.03,0.0,0.01,,67.0,everyone,nintendo,1,0.16
my baby 3 & friends,ds,2010.0,simulation,0.12,0.02,0.0,0.01,,,na,nintendo,1,0.15
tak: the great juju challenge,game_cube,2005.0,platform,0.12,0.03,0.0,0.0,75.0,93.0,everyone,nintendo,0,0.15
fantasia: music evolved,xbox_one,2014.0,misc,0.11,0.03,0.0,0.01,77.0,75.0,everyone_over_ten,microsoft,0,0.15000000000000002
dragon ball z: harukanaru densetsu (jp sales),ds,2007.0,role-playing,0.0,0.0,0.15,0.0,,,na,nintendo,1,0.15
knockout kings 2003,game_cube,2002.0,sports,0.12,0.03,0.0,0.0,78.0,65.0,teen,nintendo,0,0.15
bomberman,playstation_portable,2006.0,puzzle,0.14,0.0,0.0,0.01,73.0,70.0,everyone,sony,1,0.15000000000000002
ncaa football 2004,game_cube,2003.0,sports,0.12,0.03,0.0,0.0,89.0,75.0,everyone,nintendo,0,0.15
xgiii: extreme g racing,game_cube,2001.0,racing,0.12,0.03,0.0,0.0,83.0,78.0,everyone,nintendo,0,0.15
digimon world 4,playstation_2,2005.0,role-playing,0.08,0.06,0.0,0.02,48.0,69.0,everyone,sony,0,0.16
stormrise,xbox_360,2009.0,strategy,0.11,0.03,0.0,0.01,48.0,68.0,mature,microsoft,0,0.15000000000000002
scripps spelling bee,ds,2010.0,simulation,0.14,0.0,0.0,0.01,,,everyone,nintendo,1,0.15000000000000002
major league baseball 2k11,wii,2011.0,sports,0.14,0.0,0.0,0.01,,,everyone,nintendo,0,0.15000000000000002
"go, diego, go! safari rescue",ds,2007.0,adventure,0.14,0.01,0.0,0.01,,,na,nintendo,1,0.16000000000000003
disney's story studio: disney's mulan,playstation,1999.0,misc,0.09,0.06,0.0,0.01,,,na,sony,0,0.16
pressure cooker,2600,1982.0,action,0.14,0.01,0.0,0.0,,,na,atari,0,0.15000000000000002
home run,2600,null,sports,0.14,0.01,0.0,0.0,,,na,atari,0,0.15000000000000002
klax,2600,1989.0,puzzle,0.14,0.01,0.0,0.0,,,na,atari,0,0.15000000000000002
saturn bomberman,saturn,1996.0,puzzle,0.0,0.0,0.15,0.0,,,na,sega,0,0.15
the godfather: blackhand edition,wii,2007.0,adventure,0.14,0.0,0.0,0.01,77.0,85.0,mature,nintendo,0,0.15000000000000002
wolfenstein: the old blood,xbox_one,2015.0,action,0.07,0.07,0.0,0.01,75.0,80.0,na,microsoft,0,0.15000000000000002
jikkyou powerful pro yakyuu portable,playstation_portable,2006.0,sports,0.0,0.0,0.15,0.0,,,na,sony,1,0.15
dragon's lair trilogy,wii,2010.0,adventure,0.14,0.0,0.0,0.01,,,na,nintendo,0,0.15000000000000002
naruto: powerful shippuden,3ds,2012.0,platform,0.08,0.02,0.04,0.01,71.0,54.0,everyone_over_ten,nintendo,1,0.15000000000000002
american chopper,xbox,2004.0,racing,0.11,0.03,0.0,0.01,44.0,59.0,teen,microsoft,0,0.15000000000000002
the adventures of tintin: the game,3ds,2011.0,action,0.05,0.09,0.0,0.02,56.0,57.0,everyone_over_ten,nintendo,1,0.16
dynasty warriors 8,xbox_360,2013.0,action,0.09,0.05,0.0,0.01,65.0,75.0,teen,microsoft,0,0.15000000000000002
bust-a-move bash!,wii,2007.0,puzzle,0.13,0.01,0.0,0.01,,,na,nintendo,0,0.15000000000000002
kingdom under fire: heroes,xbox,2005.0,strategy,0.11,0.03,0.0,0.01,78.0,75.0,mature,microsoft,0,0.15000000000000002
cartoon network collection: game boy advance video special edition,gameboy_advanced,2005.0,misc,0.11,0.04,0.0,0.0,,,na,nintendo,1,0.15
the terminator: dawn of fate,xbox,2002.0,action,0.11,0.03,0.0,0.01,53.0,52.0,teen,microsoft,0,0.15000000000000002
infected,playstation_portable,2005.0,shooter,0.14,0.0,0.0,0.01,74.0,83.0,mature,sony,1,0.15000000000000002
doctor who: evacuation earth,ds,2010.0,adventure,0.0,0.13,0.0,0.02,,,na,nintendo,1,0.15
birds of steel,xbox_360,2012.0,simulation,0.11,0.03,0.0,0.01,77.0,89.0,teen,microsoft,0,0.15000000000000002
cars: race-o-rama,xbox_360,2009.0,racing,0.14,0.01,0.0,0.01,54.0,58.0,everyone,microsoft,0,0.16000000000000003
scooby-doo! unmasked,game_cube,2005.0,platform,0.12,0.03,0.0,0.0,,,na,nintendo,0,0.15
theatrhythm dragon quest,3ds,2015.0,misc,0.0,0.0,0.15,0.0,,,na,nintendo,1,0.15
streak: hoverboard racing,playstation,1998.0,racing,0.09,0.06,0.0,0.01,,,na,sony,0,0.16
nba street homecourt,playstation_3,2007.0,sports,0.12,0.01,0.0,0.02,81.0,65.0,everyone,sony,0,0.15
darksiders ii,computer,2012.0,action,0.03,0.1,0.0,0.02,81.0,78.0,mature,computer,0,0.15
enthusia professional racing,playstation_2,2005.0,racing,0.07,0.06,0.0,0.02,70.0,76.0,everyone,sony,0,0.15
dirt 3,computer,2011.0,racing,0.0,0.13,0.0,0.03,86.0,69.0,teen,computer,0,0.16
ncaa gamebreaker 2001,playstation_2,2000.0,sports,0.07,0.06,0.0,0.02,57.0,,everyone,sony,0,0.15
disgaea 4: a promise unforgotten,playstation_vita,2014.0,role-playing,0.03,0.03,0.08,0.02,,,na,sony,1,0.16
get on da mic,playstation_2,2004.0,misc,0.07,0.06,0.0,0.02,49.0,63.0,teen,sony,0,0.15
darksiders ii,wii_u,2012.0,action,0.07,0.07,0.0,0.01,85.0,82.0,mature,nintendo,1,0.15000000000000002
gunslingers,wii,2010.0,shooter,0.07,0.06,0.0,0.02,,,teen,nintendo,0,0.15
army men: sarge's war,game_cube,2004.0,shooter,0.12,0.03,0.0,0.0,56.0,67.0,teen,nintendo,0,0.15
amagami,playstation_portable,2011.0,adventure,0.0,0.0,0.15,0.0,,,na,sony,1,0.15
jikkyou powerful pro yakyuu 2009,playstation_2,2009.0,sports,0.0,0.0,0.15,0.0,,,na,sony,0,0.15
block party,wii,2008.0,misc,0.14,0.0,0.0,0.01,,28.0,everyone_over_ten,nintendo,0,0.15000000000000002
little league world series baseball 2009,wii,2009.0,sports,0.14,0.0,0.0,0.01,,,everyone,nintendo,0,0.15000000000000002
kidou senkan nadesico,saturn,1997.0,strategy,0.0,0.0,0.15,0.0,,,na,sega,0,0.15
blitz: the league ii,playstation_3,2008.0,sports,0.11,0.02,0.0,0.02,62.0,75.0,na,sony,0,0.15
arcade zone,wii,2009.0,misc,0.14,0.0,0.0,0.01,,,everyone,nintendo,0,0.15000000000000002
project sylpheed: arc of deception,xbox_360,2006.0,shooter,0.12,0.01,0.02,0.01,64.0,86.0,teen,microsoft,0,0.16
bigfoot: collision course,ds,2009.0,racing,0.14,0.0,0.0,0.01,26.0,,everyone,nintendo,1,0.15000000000000002
frogger's adventures: the rescue,game_cube,2003.0,platform,0.12,0.03,0.0,0.0,61.0,,everyone,nintendo,0,0.15
nhl 2k10,playstation_3,2009.0,sports,0.13,0.01,0.0,0.01,66.0,71.0,everyone_over_ten,sony,0,0.15000000000000002
family party: fitness fun,wii,2010.0,sports,0.14,0.0,0.0,0.01,,,everyone_over_ten,nintendo,0,0.15000000000000002
the secret saturdays: beasts of the 5th sun,playstation_2,2009.0,action,0.05,0.02,0.0,0.08,,,everyone_over_ten,sony,0,0.15000000000000002
michael jackson: the experience,playstation_portable,2010.0,misc,0.11,0.03,0.0,0.02,,62.0,everyone_over_ten,sony,1,0.16
mlb power pros 2008,playstation_2,2008.0,sports,0.05,0.04,0.05,0.01,67.0,85.0,everyone,sony,0,0.15000000000000002
sonny with a chance,ds,2010.0,action,0.12,0.02,0.0,0.01,,,everyone,nintendo,1,0.15
the fairly odd parents: clash with the anti-world,gameboy_advanced,2005.0,adventure,0.11,0.04,0.0,0.0,,,na,nintendo,1,0.15
wordjong,ds,2007.0,puzzle,0.13,0.01,0.0,0.01,77.0,77.0,everyone,nintendo,1,0.15000000000000002
tears to tiara ii: heir of the overlord,playstation_3,2013.0,role-playing,0.07,0.01,0.06,0.02,65.0,87.0,teen,sony,0,0.16
puzzle quest: galactrix,ds,2009.0,puzzle,0.14,0.0,0.0,0.01,75.0,67.0,everyone_over_ten,nintendo,1,0.15000000000000002
the amazing spider-man (console version),wii,2012.0,action,0.1,0.04,0.0,0.01,,,na,nintendo,0,0.15000000000000002
de blob 2,xbox_360,2011.0,platform,0.1,0.04,0.0,0.01,77.0,75.0,everyone_over_ten,microsoft,0,0.15000000000000002
disney's the lion king: simba's mighty adventure,playstation,2000.0,action,0.08,0.06,0.0,0.01,30.0,69.0,everyone,sony,0,0.15000000000000002
gundam breaker 2,playstation_vita,2014.0,action,0.0,0.0,0.15,0.0,,,na,sony,1,0.15
major league baseball 2k10,ds,2010.0,sports,0.14,0.0,0.0,0.01,,,everyone,nintendo,1,0.15000000000000002
samurai warriors: katana,wii,2007.0,action,0.11,0.0,0.04,0.01,53.0,68.0,teen,nintendo,0,0.16
nba 09: the inside,playstation_3,2008.0,sports,0.14,0.0,0.0,0.01,63.0,51.0,everyone,sony,0,0.15000000000000002
jikkyou powerful pro yakyuu 2012,playstation_portable,2012.0,action,0.0,0.0,0.15,0.0,,,na,sony,1,0.15
kingdom of paradise,playstation_portable,2005.0,role-playing,0.14,0.0,0.0,0.01,72.0,75.0,teen,sony,1,0.15000000000000002
all japan pro wrestling featuring virtua,saturn,1997.0,fighting,0.0,0.0,0.15,0.0,,,na,sega,0,0.15
naruto shippuden: legends: akatsuki rising,playstation_portable,2009.0,fighting,0.14,0.0,0.0,0.01,60.0,62.0,teen,sony,1,0.15000000000000002
marvel super hero squad: the infinity gauntlet,xbox_360,2010.0,action,0.12,0.02,0.0,0.01,55.0,63.0,everyone_over_ten,microsoft,0,0.15
rudra no hihou,super_nintendo_entertainment_system,1996.0,role-playing,0.0,0.0,0.15,0.0,,,na,nintendo,0,0.15
bleach: dark souls,ds,2007.0,fighting,0.12,0.02,0.0,0.01,82.0,79.0,teen,nintendo,1,0.15
hot wheels: battle force 5,ds,2009.0,racing,0.12,0.02,0.0,0.01,,,everyone_over_ten,nintendo,1,0.15
prince of persia: the sands of time,gameboy_advanced,2003.0,action,0.11,0.04,0.0,0.0,75.0,88.0,teen,nintendo,1,0.15
zoids: battle legends,game_cube,2003.0,action,0.12,0.03,0.0,0.0,,81.0,teen,nintendo,0,0.15
ice age 2: the meltdown,ds,2006.0,platform,0.13,0.01,0.0,0.01,,,everyone,nintendo,1,0.15000000000000002
prince of persia: the forgotten sands,ds,2010.0,action,0.14,0.01,0.0,0.01,57.0,63.0,everyone_over_ten,nintendo,1,0.16000000000000003
world series baseball 2k3,xbox,2003.0,sports,0.11,0.03,0.0,0.01,89.0,86.0,everyone,microsoft,0,0.15000000000000002
tokyo xanadu,playstation_vita,2015.0,role-playing,0.0,0.0,0.15,0.0,,,na,sony,1,0.15
serious sam,xbox,2002.0,shooter,0.11,0.03,0.0,0.01,75.0,82.0,mature,microsoft,0,0.15000000000000002
bomberman,ds,2005.0,puzzle,0.1,0.01,0.03,0.01,75.0,70.0,everyone,nintendo,1,0.15000000000000002
kowloon's gate,playstation,1997.0,adventure,0.0,0.0,0.14,0.01,,,na,sony,0,0.15000000000000002
killer7,game_cube,2005.0,action,0.12,0.03,0.0,0.0,74.0,85.0,mature,nintendo,0,0.15
super monkey ball adventure,game_cube,2006.0,platform,0.12,0.03,0.0,0.0,51.0,72.0,everyone,nintendo,0,0.15
fifa soccer 2002,playstation,2001.0,sports,0.08,0.06,0.0,0.01,81.0,64.0,everyone,sony,0,0.15000000000000002
street fighter anniversary collection,xbox,2004.0,fighting,0.11,0.03,0.0,0.01,79.0,64.0,teen,microsoft,0,0.15000000000000002
3rd super robot wars z: tengoku-hen,playstation_3,2015.0,action,0.0,0.0,0.15,0.0,,,na,sony,0,0.15
suzumiya haruhi no yakusoku,playstation_portable,2007.0,adventure,0.0,0.0,0.15,0.0,,,na,sony,1,0.15
shadow ops: red mercury,xbox,2004.0,shooter,0.11,0.03,0.0,0.01,61.0,61.0,teen,microsoft,0,0.15000000000000002
indigo prophecy,playstation_2,2005.0,adventure,0.07,0.06,0.0,0.02,83.0,78.0,mature,sony,0,0.15
fifa 06: road to fifa world cup,xbox_360,2005.0,sports,0.11,0.02,0.01,0.01,62.0,60.0,everyone,microsoft,0,0.15000000000000002
world league soccer,super_nintendo_entertainment_system,1991.0,sports,0.0,0.0,0.15,0.0,,,na,nintendo,0,0.15
nba shootout 2001,playstation_2,2001.0,sports,0.07,0.06,0.0,0.02,54.0,,everyone,sony,0,0.15
final fantasy xi: vana'diel collection 2008,xbox_360,2007.0,role-playing,0.13,0.0,0.01,0.01,,,teen,microsoft,0,0.15000000000000002
farm frenzy: animal country,ds,2009.0,simulation,0.13,0.01,0.0,0.01,,,everyone,nintendo,1,0.15000000000000002
we sing uk hits,wii,2011.0,misc,0.0,0.13,0.0,0.02,,,teen,nintendo,0,0.15
samurai shodown anthology,playstation_2,2008.0,fighting,0.07,0.06,0.0,0.02,,,teen,sony,0,0.15
musashi: samurai legend,playstation_2,2005.0,role-playing,0.07,0.06,0.0,0.02,64.0,89.0,teen,sony,0,0.15
build-a-bear workshop: welcome to hugsville,ds,2010.0,misc,0.14,0.0,0.0,0.01,,,everyone,nintendo,1,0.15000000000000002
lego the hobbit,playstation_vita,2014.0,action,0.02,0.09,0.0,0.03,,25.0,everyone_over_ten,sony,1,0.14
the oregon trail,wii,2011.0,simulation,0.14,0.0,0.0,0.01,,,na,nintendo,0,0.15000000000000002
oreshika: tainted bloodlines,playstation_vita,2014.0,role-playing,0.0,0.0,0.15,0.0,78.0,80.0,teen,sony,1,0.15
pokémon: johto photo finish: game boy advance video,gameboy_advanced,2004.0,misc,0.11,0.04,0.0,0.0,,,na,nintendo,1,0.15
adventure time: explore the dungeon because i don't know!,3ds,2013.0,action,0.1,0.03,0.0,0.01,,,na,nintendo,1,0.14
f1 2001,playstation_2,2001.0,racing,0.07,0.06,0.0,0.02,83.0,83.0,everyone,sony,0,0.15
darksiders,computer,2010.0,action,0.07,0.06,0.0,0.02,83.0,78.0,mature,computer,0,0.15
j-league victory goal,saturn,1995.0,sports,0.0,0.0,0.15,0.0,,,na,sega,0,0.15
top gun: combat zones,game_cube,2002.0,simulation,0.12,0.03,0.0,0.0,59.0,71.0,everyone,nintendo,0,0.15
countdown: the game,ds,2009.0,puzzle,0.0,0.14,0.0,0.01,,,na,nintendo,1,0.15000000000000002
spongebob squarepants / fairly odd parents double pack,gameboy_advanced,2005.0,action,0.11,0.04,0.0,0.0,,,na,nintendo,1,0.15
pro baseball spirits 2015,playstation_3,2015.0,action,0.0,0.0,0.15,0.0,,,na,sony,0,0.15
nhl 09,playstation_2,2008.0,sports,0.07,0.06,0.0,0.02,,76.0,everyone_over_ten,sony,0,0.15
history civil war: secret missions,playstation_2,2008.0,shooter,0.07,0.06,0.0,0.02,,,na,sony,0,0.15
fantastic four: rise of the silver surfer,playstation_3,2007.0,action,0.12,0.02,0.0,0.02,47.0,62.0,teen,sony,0,0.15999999999999998
dark rift,nintendo_64,1997.0,fighting,0.12,0.03,0.0,0.0,,,na,nintendo,0,0.15
derby stallion 64,nintendo_64,2001.0,sports,0.0,0.0,0.15,0.0,,,na,nintendo,0,0.15
doraemon 3: nobi dai no machi sos!,nintendo_64,2000.0,platform,0.0,0.0,0.09,0.06,,,na,nintendo,0,0.15
space station silicon valley,nintendo_64,1997.0,adventure,0.12,0.03,0.0,0.0,,,na,nintendo,0,0.15
all-star baseball 2003,game_cube,2002.0,sports,0.12,0.03,0.0,0.0,83.0,80.0,everyone,nintendo,0,0.15
burger island,wii,2009.0,action,0.14,0.0,0.0,0.01,,,everyone,nintendo,0,0.15000000000000002
cake mania: in the mix!,wii,2008.0,puzzle,0.14,0.0,0.0,0.01,,,na,nintendo,0,0.15000000000000002
t'ai fu: wrath of the tiger,playstation,1998.0,action,0.08,0.06,0.0,0.01,,,na,sony,0,0.15000000000000002
rocky,xbox,2002.0,fighting,0.11,0.03,0.0,0.01,74.0,73.0,teen,microsoft,0,0.15000000000000002
ford racing 2,xbox,2003.0,racing,0.11,0.03,0.0,0.01,62.0,,everyone,microsoft,0,0.15000000000000002
kids learn math: a+ edition,ds,2011.0,misc,0.14,0.0,0.0,0.01,,,na,nintendo,1,0.15000000000000002
rock band: metal track pack,xbox_360,2009.0,misc,0.14,0.0,0.0,0.01,,,teen,microsoft,0,0.15000000000000002
megamind: ultimate showdown,playstation_3,2010.0,action,0.07,0.05,0.0,0.02,43.0,42.0,everyone_over_ten,sony,0,0.14
space invaders extreme,ds,2008.0,shooter,0.12,0.01,0.01,0.01,85.0,76.0,everyone,nintendo,1,0.15000000000000002
tetris attack,super_nintendo_entertainment_system,1995.0,puzzle,0.0,0.0,0.15,0.0,,,na,nintendo,0,0.15
thor: god of thunder,wii,2011.0,action,0.1,0.04,0.0,0.01,56.0,80.0,teen,nintendo,0,0.15000000000000002
petz: dogz talent show,ds,2009.0,simulation,0.14,0.0,0.0,0.01,,,everyone,nintendo,1,0.15000000000000002
bloodrayne 2,xbox,2004.0,shooter,0.11,0.03,0.0,0.01,71.0,85.0,mature,microsoft,0,0.15000000000000002
jaws unleashed,xbox,2006.0,action,0.11,0.03,0.0,0.01,51.0,62.0,mature,microsoft,0,0.15000000000000002
pro yaky? spirits 6,playstation_3,2009.0,sports,0.0,0.0,0.15,0.0,,,na,sony,0,0.15
star trek: voyager elite force,playstation_2,2001.0,shooter,0.07,0.06,0.0,0.02,52.0,64.0,teen,sony,0,0.15
x-men: the official game,game_cube,2006.0,action,0.12,0.03,0.0,0.0,50.0,63.0,teen,nintendo,0,0.15
the sims medieval: pirates and nobles,computer,2011.0,simulation,0.05,0.08,0.0,0.02,,,na,computer,0,0.15
warriors orochi 3,playstation_4,2014.0,action,0.04,0.05,0.04,0.02,,,na,sony,0,0.15
brain boost: gamma wave,ds,2005.0,puzzle,0.14,0.0,0.0,0.01,40.0,,everyone,nintendo,1,0.15000000000000002
chessmaster ii,playstation,1998.0,strategy,0.08,0.06,0.0,0.01,,,na,sony,0,0.15000000000000002
all-star baseball 2003,gameboy_advanced,2002.0,sports,0.11,0.04,0.0,0.0,77.0,,everyone,nintendo,1,0.15
major league baseball 2k12,wii,2012.0,sports,0.14,0.0,0.0,0.01,,,everyone,nintendo,0,0.15000000000000002
scooby-doo! mystery mayhem,xbox,2004.0,action,0.11,0.03,0.0,0.01,,,na,microsoft,0,0.15000000000000002
winning post 4,playstation,1999.0,sports,0.0,0.0,0.14,0.01,,,na,sony,0,0.15000000000000002
castlevania: lords of shadow - mirror of fate,3ds,2013.0,action,0.04,0.07,0.03,0.01,,,na,nintendo,1,0.15000000000000002
